# ----------------------------------------
# Search page
# Search Terms
# 20150316-20150818
# ----------------------------------------

Search Term,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Average Search Depth
hurry,267,2.02,25.09%,41.37%,00:02:51,0.00
metal gear,267,1.49,25.09%,56.28%,00:01:26,0.02
phone alarm,267,1.92,31.84%,39.77%,00:03:00,0.00
restaurant ambience,267,2.09,35.21%,35.78%,00:04:33,<0.01
Rock,267,2.18,27.72%,36.77%,00:02:38,0.04
snapping,267,1.86,19.85%,47.48%,00:02:16,<0.01
timelapse,267,1.29,22.47%,63.19%,00:01:52,0.02
volleyball,267,1.57,27.34%,55.98%,00:02:46,<0.01
walk grass,267,1.69,32.21%,42.26%,00:04:08,0.00
wedding music,267,1.58,27.34%,51.42%,00:01:57,0.01
awe,266,1.45,13.53%,66.41%,00:01:39,<0.01
death scream,266,2.42,33.08%,31.37%,00:04:08,0.00
drake,266,1.15,28.20%,66.99%,00:01:02,0.02
foliage,266,2.16,29.32%,35.13%,00:05:01,<0.01
game button,266,3.34,43.23%,19.46%,00:04:12,0.02
goats,266,2.51,31.95%,30.73%,00:03:35,0.04
murmuring,266,1.97,16.54%,47.04%,00:03:01,<0.01
rocky,266,1.26,21.05%,69.64%,00:01:23,<0.01
singer,266,2.48,29.32%,32.22%,00:02:56,0.05
start car,266,2.20,21.80%,40.17%,00:04:28,0.00
till,266,1.59,26.69%,50.24%,00:02:09,0.02
UFO,266,2.78,36.09%,25.81%,00:05:20,0.02
wood drop,266,2.47,27.82%,32.42%,00:03:40,<0.01
animal running,265,1.86,20.38%,47.06%,00:02:40,0.00
BELL,265,2.20,29.06%,35.68%,00:02:49,<0.01
d,265,1.85,23.02%,43.97%,00:01:48,0.07
dog run,265,2.08,29.81%,38.29%,00:03:55,0.01
Dramatic,265,2.21,46.79%,26.50%,00:03:15,0.02
eminem,265,1.32,39.25%,50.71%,00:00:53,0.03
fridge door,265,1.63,32.45%,44.08%,00:03:31,0.00
frost,265,1.72,37.36%,40.00%,00:02:03,0.03
greeting,265,2.19,18.11%,40.96%,00:01:52,0.02
hahaha,265,1.70,29.06%,45.90%,00:02:19,0.00
lazer gun,265,1.85,29.81%,40.33%,00:03:24,0.02
miracle,265,1.61,17.36%,56.44%,00:02:20,<0.01
scribbling,265,2.03,27.92%,39.41%,00:03:27,<0.01
Static,265,1.91,50.94%,28.66%,00:02:55,0.01
sword fighting,265,2.24,28.68%,36.53%,00:03:49,<0.01
won,265,1.68,10.19%,58.88%,00:01:22,<0.01
Alarm clock,264,1.72,44.32%,39.43%,00:04:10,<0.01
bla bla,264,1.31,21.21%,65.32%,00:02:38,0.02
breakdown,264,1.89,20.45%,46.20%,00:01:55,0.00
children cheering,264,1.47,25.38%,57.11%,00:01:47,0.00
flickering light,264,1.47,39.02%,45.24%,00:02:56,0.02
graveyard,264,2.00,24.24%,42.69%,00:02:59,<0.01
gun fight,264,2.07,31.82%,39.38%,00:03:59,<0.01
lead,264,2.79,27.27%,27.41%,00:03:36,0.08
lough,264,1.25,33.71%,55.45%,00:00:43,0.02
people scream,264,2.00,28.79%,41.48%,00:03:28,0.01
plastic bottle,264,2.09,24.24%,40.65%,00:04:45,0.00
Roar,264,2.35,36.36%,30.16%,00:03:18,0.02
starting car,264,1.92,23.11%,43.08%,00:03:27,0.02
angel choir,263,1.60,44.11%,38.86%,00:02:52,0.01
arcade game,263,2.82,28.14%,27.80%,00:03:28,0.02
can opening,263,1.72,36.12%,41.81%,00:02:37,0.04
corridor,263,2.57,30.04%,31.76%,00:03:47,0.00
flash camera,263,1.87,32.70%,38.95%,00:02:47,0.02
flashbang,263,1.34,38.02%,53.41%,00:02:52,0.02
funk guitar,263,2.73,46.39%,23.96%,00:03:57,0.03
golf swing,263,1.69,39.54%,39.64%,00:03:46,0.02
harpsichord,263,2.22,33.08%,35.04%,00:02:57,<0.01
hit table,263,2.35,24.33%,35.49%,00:03:54,0.00
pour water,263,2.04,27.76%,40.04%,00:03:20,0.01
resturant,263,1.65,18.63%,54.04%,00:01:49,0.06
seashore,263,2.11,36.12%,32.61%,00:03:33,0.01
squawk,263,2.20,24.33%,38.75%,00:02:18,<0.01
WATER,263,2.27,30.42%,33.17%,00:03:07,0.03
wood falling,263,2.18,27.76%,39.97%,00:03:17,<0.01
yodel,263,1.56,45.25%,40.88%,00:02:27,0.04
ambient room,262,1.93,33.21%,38.02%,00:03:31,0.00
armour,262,1.68,15.27%,58.86%,00:02:37,0.07
camera focus,262,1.97,39.31%,32.50%,00:04:29,0.03
computer error,262,2.49,31.68%,30.32%,00:03:37,<0.01
indian music,262,2.10,29.01%,37.09%,00:03:37,0.02
intro sound,262,2.77,37.79%,24.24%,00:03:31,0.04
Lion,262,1.95,34.73%,36.01%,00:03:20,0.08
man running,262,2.10,27.86%,40.62%,00:03:29,0.03
middle east,262,1.69,30.92%,49.21%,00:02:46,0.02
open the door,262,1.18,5.73%,84.14%,00:00:27,<0.01
plants,262,1.96,22.14%,44.25%,00:02:41,<0.01
red alert,262,1.47,33.21%,50.52%,00:02:43,0.00
scary ambience,262,2.70,37.40%,26.03%,00:04:47,0.08
silent film,262,2.39,46.56%,30.62%,00:02:39,0.02
spiral,262,1.81,22.52%,45.15%,00:02:41,<0.01
university,262,2.03,29.01%,40.60%,00:03:21,0.00
worm,262,1.58,17.18%,58.07%,00:03:00,<0.01
australia,261,3.11,32.18%,25.62%,00:04:07,0.13
basket ball,261,2.02,33.33%,38.64%,00:03:22,0.00
bassdrum,261,2.97,41.00%,21.45%,00:03:24,<0.01
blood splat,261,1.82,34.48%,40.84%,00:03:37,0.02
drown,261,1.75,24.14%,48.14%,00:03:13,<0.01
flickering,261,2.15,28.74%,35.36%,00:02:55,0.02
foot stomp,261,2.14,38.31%,32.38%,00:03:21,0.04
glass hit,261,2.12,23.37%,39.42%,00:02:23,<0.01
happy loop,261,2.69,44.44%,22.65%,00:04:07,0.02
killing,261,1.64,14.56%,56.44%,00:01:50,<0.01
lecture,261,2.40,34.10%,32.75%,00:03:26,<0.01
mech,261,2.37,24.90%,35.28%,00:03:03,0.09
nazi,261,1.33,21.07%,63.51%,00:01:29,<0.01
night crickets,261,1.72,39.85%,36.75%,00:03:33,0.02
slipping,261,2.05,23.75%,42.13%,00:02:35,0.00
spiritual,261,2.90,28.74%,27.78%,00:03:37,0.02
thrust,261,1.47,23.75%,56.77%,00:02:07,0.04
void,261,1.79,27.59%,44.54%,00:03:35,0.03
backwards,260,2.43,27.31%,32.07%,00:04:18,0.04
big explosion,260,2.47,43.85%,24.45%,00:03:32,<0.01
flat line,260,1.59,26.92%,56.66%,00:02:24,0.04
forklift,260,2.16,35.00%,34.94%,00:04:06,0.00
game intro,260,2.91,35.77%,24.31%,00:03:46,0.08
man walking,260,2.17,23.08%,40.50%,00:03:59,<0.01
metal on metal,260,1.11,5.00%,89.97%,00:00:40,0.01
movie music,260,3.07,36.15%,22.96%,00:04:16,<0.01
parking lot,260,2.12,28.85%,37.32%,00:04:10,0.01
raindrop,260,2.16,27.69%,37.54%,00:02:34,<0.01
ray gun,260,1.71,25.77%,47.07%,00:02:19,0.09
Thud,260,2.07,30.77%,35.62%,00:03:00,<0.01
ambiental,259,2.03,23.55%,39.54%,00:02:24,0.08
backround music,259,1.52,23.17%,56.23%,00:01:26,0.03
big fire,259,1.60,25.87%,49.40%,00:02:53,0.02
busy,259,1.65,22.39%,51.29%,00:02:00,0.01
busy office,259,1.64,32.43%,47.17%,00:03:36,0.02
child cry,259,2.48,28.57%,32.87%,00:04:10,<0.01
dubstep kick,259,2.78,45.56%,21.42%,00:04:08,0.06
falling sound,259,1.83,17.37%,48.73%,00:02:02,0.02
girl talking,259,2.45,27.03%,31.70%,00:03:05,0.14
glory,259,1.46,13.13%,65.87%,00:02:07,<0.01
handle,259,1.72,23.94%,49.55%,00:02:12,0.01
mac,259,1.78,25.10%,46.96%,00:02:10,0.05
phone button,259,1.71,29.73%,44.14%,00:03:09,<0.01
rally,259,2.00,28.19%,40.15%,00:02:46,0.02
security alarm,259,2.39,28.96%,34.63%,00:02:57,<0.01
tadaa,259,1.28,21.24%,64.95%,00:01:17,0.03
ultrasound,259,2.03,30.89%,39.35%,00:02:33,0.03
uplifter,259,2.27,44.79%,27.33%,00:03:18,0.10
wind noise,259,2.32,28.19%,35.00%,00:03:44,0.02
cycle,258,1.43,7.36%,67.12%,00:01:17,0.02
desert ambience,258,1.77,25.19%,45.61%,00:02:59,0.04
DOOR,258,2.16,21.71%,39.93%,00:03:33,0.03
dryer,258,1.91,29.46%,41.78%,00:02:57,0.02
egyptian,258,1.63,27.13%,50.71%,00:02:29,0.06
exercise,258,2.26,23.64%,38.94%,00:02:29,0.03
feather,258,1.57,15.12%,59.16%,00:02:19,0.02
flow,258,1.87,13.95%,50.83%,00:01:57,0.07
hitting metal,258,2.50,21.32%,32.97%,00:03:19,<0.01
kid crying,258,2.20,25.97%,36.86%,00:03:26,0.00
MUSIC,258,2.92,41.09%,23.21%,00:03:58,0.05
paino,258,1.41,26.74%,56.47%,00:01:24,0.01
passing,258,2.82,20.54%,29.85%,00:03:23,0.01
playing,258,2.34,22.87%,35.54%,00:04:05,0.02
pool splash,258,2.05,38.37%,33.84%,00:03:54,<0.01
puch,258,1.36,14.34%,67.05%,00:01:44,<0.01
pulling,258,2.05,13.18%,45.18%,00:02:51,<0.01
shaving,258,1.88,28.29%,42.89%,00:03:41,0.00
sticker,258,1.50,22.09%,60.10%,00:02:33,0.07
sword battle,258,2.29,25.97%,38.34%,00:03:56,0.01
whisle,258,1.48,22.09%,62.83%,00:01:35,0.10
bullet ricochet,257,1.89,32.68%,37.24%,00:04:36,0.02
cd,257,2.59,24.12%,33.08%,00:03:23,0.02
connect,257,2.26,18.29%,39.18%,00:02:22,0.04
crowded,257,1.83,27.63%,45.53%,00:02:34,0.02
cupboard,257,2.28,18.68%,39.86%,00:03:41,0.00
end game,257,2.65,23.35%,31.18%,00:03:09,<0.01
flash bulb,257,1.22,17.90%,73.48%,00:00:37,0.00
large crowd,257,1.79,26.46%,45.87%,00:02:16,0.00
man yell,257,2.40,23.74%,35.39%,00:03:12,<0.01
mist,257,1.61,18.68%,56.04%,00:02:29,0.05
penis,257,1.37,34.63%,53.56%,00:01:39,0.03
school bus,257,2.12,26.46%,40.11%,00:03:31,0.02
screeching tires,257,1.51,31.91%,50.39%,00:02:50,0.00
spot,257,1.60,19.84%,55.85%,00:01:40,0.02
telefon,257,1.72,28.02%,49.66%,00:02:15,<0.01
woman breath,257,2.26,35.80%,32.13%,00:04:08,0.00
writting,257,1.57,31.52%,49.88%,00:03:08,0.02
boat motor,256,2.22,30.47%,36.27%,00:03:31,<0.01
cavern,256,2.48,30.86%,30.87%,00:03:49,<0.01
cheese,256,1.86,20.31%,48.64%,00:02:04,<0.01
dog crying,256,1.86,35.55%,40.84%,00:03:41,<0.01
downtown,256,2.04,30.86%,39.08%,00:03:27,0.02
ghost scream,256,2.29,37.11%,31.28%,00:03:36,<0.01
motion graphics,256,1.77,31.25%,40.40%,00:01:30,0.07
No,256,1.83,23.05%,47.97%,00:02:06,0.02
party sounds,256,2.70,33.59%,27.97%,00:03:36,0.04
pebbles,256,2.23,19.53%,39.65%,00:03:29,0.00
prize,256,1.27,15.62%,72.39%,00:01:11,<0.01
rainstorm,256,2.09,44.53%,30.15%,00:03:31,0.12
russia,256,2.32,34.77%,31.43%,00:02:30,0.02
school hallway,256,2.02,32.42%,38.18%,00:03:36,0.02
screen door,256,2.18,28.52%,34.47%,00:04:24,0.04
tones,256,2.73,17.97%,32.81%,00:04:06,0.05
underwater bubbles,256,2.23,38.67%,29.37%,00:04:44,0.02
chattering,255,1.51,13.73%,63.12%,00:01:58,0.01
cheetah,255,1.24,14.90%,74.05%,00:00:57,<0.01
cigar,255,1.73,15.69%,54.32%,00:02:18,0.02
female sigh,255,2.05,29.02%,38.51%,00:03:31,0.02
flourish,255,1.40,15.29%,64.89%,00:01:54,0.01
horse run,255,1.29,20.00%,66.46%,00:01:51,<0.01
long fart,255,1.84,35.69%,38.46%,00:02:52,0.02
man cry,255,1.78,29.02%,43.61%,00:03:03,0.01
rim,255,2.79,37.65%,25.42%,00:03:31,0.01
shotgun reload,255,1.58,43.92%,38.12%,00:02:53,<0.01
swash,255,1.69,23.92%,47.92%,00:02:34,<0.01
ticker,255,1.57,29.41%,52.62%,00:02:27,0.04
timpani roll,255,1.46,51.37%,36.83%,00:02:15,0.02
beach music,254,1.92,25.59%,44.97%,00:03:05,0.02
call to prayer,254,1.32,22.05%,66.67%,00:01:22,0.02
death metal,254,2.62,36.61%,26.73%,00:03:27,0.02
high heel,254,2.20,37.80%,32.50%,00:03:39,0.04
Jazz,254,3.20,41.34%,19.78%,00:04:08,0.11
landscape,254,2.17,23.62%,40.00%,00:02:04,0.02
login,254,1.49,28.74%,54.88%,00:01:56,0.04
potion,254,2.18,27.56%,37.79%,00:02:48,0.04
sex moans,254,1.85,62.60%,24.20%,00:03:08,<0.01
sneakers,254,2.24,35.83%,31.87%,00:04:00,<0.01
street ambient,254,1.69,27.95%,46.73%,00:03:27,0.02
t-rex,254,1.67,30.71%,44.47%,00:02:20,<0.01
tecno,254,1.72,25.98%,47.49%,00:01:56,0.23
water spill,254,1.87,23.62%,46.22%,00:02:37,<0.01
909,253,2.71,41.50%,23.47%,00:02:20,0.02
aura,253,1.52,23.32%,56.36%,00:02:28,0.02
basketball game,253,1.59,29.64%,54.84%,00:02:26,0.02
BEEP,253,2.30,41.90%,27.88%,00:03:17,0.06
book drop,253,1.85,27.67%,42.86%,00:03:17,<0.01
car revving,253,2.32,31.62%,33.50%,00:03:45,<0.01
drones,253,2.58,35.18%,27.68%,00:04:28,0.01
erase,253,2.16,39.92%,31.14%,00:02:57,0.02
evil music,253,1.96,27.67%,41.25%,00:03:55,<0.01
fiesta,253,1.70,20.55%,51.16%,00:02:35,0.01
Fight,253,2.41,26.09%,33.50%,00:03:26,0.01
furnace,253,2.01,27.67%,41.54%,00:03:14,0.04
hit sound,253,2.00,18.58%,43.56%,00:02:20,0.02
inside train,253,2.24,37.55%,31.27%,00:04:51,0.00
light hum,253,2.06,32.02%,34.93%,00:04:11,0.00
old piano,253,2.11,47.04%,27.10%,00:03:08,0.02
panda,253,1.40,21.34%,64.12%,00:01:29,0.02
pi,253,1.55,22.53%,52.16%,00:01:50,<0.01
radio intro,253,2.40,40.32%,29.54%,00:03:41,0.00
rock falling,253,2.03,21.34%,42.02%,00:03:32,0.02
rubber stamp,253,1.38,31.62%,55.14%,00:01:42,0.03
scrub,253,1.75,15.42%,54.75%,00:03:25,0.00
shocking,253,2.30,25.69%,35.40%,00:03:33,<0.01
tribal drum,253,2.76,38.34%,24.36%,00:03:51,0.08
arpeggio,252,3.02,29.76%,26.41%,00:03:51,0.03
big band,252,1.55,24.60%,52.69%,00:02:00,0.00
blup,252,1.18,8.73%,81.88%,00:00:48,0.02
break wood,252,2.41,21.83%,33.94%,00:04:07,0.00
conveyor belt,252,1.58,28.17%,51.88%,00:03:08,0.01
crowd ambience,252,2.10,26.59%,37.81%,00:03:08,0.03
cyber,252,2.28,31.35%,34.09%,00:03:44,0.02
enemy,252,2.37,21.03%,37.75%,00:02:19,0.10
motor car,252,2.48,28.57%,30.29%,00:03:57,0.02
orc,252,1.56,26.98%,50.64%,00:02:03,0.10
puking,252,1.48,28.57%,54.16%,00:01:42,0.03
punch sound,252,2.52,31.35%,30.13%,00:03:26,<0.01
pussy,252,1.49,19.84%,59.47%,00:01:21,0.06
steampunk,252,2.24,28.17%,36.11%,00:03:22,0.03
stone hit,252,2.10,23.41%,39.77%,00:03:41,0.00
wheel spin,252,1.96,24.21%,43.72%,00:02:50,0.00
Camera,251,2.06,43.82%,28.76%,00:03:09,0.03
clock bell,251,2.49,43.03%,26.04%,00:03:29,<0.01
dumb,251,1.65,21.51%,51.93%,00:02:04,<0.01
footsteps tile,251,2.16,27.89%,35.61%,00:04:50,<0.01
girl giggle,251,2.10,31.47%,36.74%,00:04:10,0.02
gulping,251,1.82,32.27%,40.17%,00:03:39,0.00
laser blast,251,1.88,30.68%,39.53%,00:03:16,<0.01
raptor,251,1.35,23.90%,62.54%,00:01:04,0.01
search,251,1.78,20.32%,51.35%,00:02:41,0.02
siren police,251,2.01,45.42%,31.09%,00:03:46,<0.01
swan,251,2.09,34.66%,35.62%,00:03:02,<0.01
bed squeak,250,1.94,39.20%,34.85%,00:03:54,0.04
cajon,250,2.18,49.60%,27.16%,00:03:09,0.06
circuit,250,1.95,18.00%,45.70%,00:02:24,0.01
crying woman,250,1.78,32.00%,42.15%,00:04:08,0.00
delicious,250,1.79,23.60%,46.53%,00:01:57,0.01
eruption,250,1.90,25.20%,41.60%,00:03:39,0.08
fire works,250,1.98,32.80%,36.90%,00:02:39,0.04
flappy bird,250,1.52,40.00%,44.21%,00:01:35,0.06
funny song,250,1.80,33.60%,38.75%,00:02:36,0.02
mixing,250,1.97,17.20%,49.59%,00:02:58,0.00
mug,250,2.18,22.40%,41.94%,00:03:04,0.02
piano happy,250,2.02,32.40%,36.71%,00:04:22,0.10
psycho scream,250,1.53,44.00%,42.56%,00:01:49,0.08
slow walk,250,2.07,26.40%,38.61%,00:03:47,0.03
static tv,250,1.63,43.20%,35.87%,00:03:48,0.03
thunder rain,250,2.10,40.40%,30.04%,00:03:58,0.00
training,250,1.82,17.20%,48.68%,00:01:57,0.02
twitch,250,1.24,31.20%,61.09%,00:01:13,0.02
ww2,250,2.69,27.60%,32.14%,00:03:21,0.04
21,249,1.31,26.10%,64.22%,00:00:55,0.03
bmw,249,1.84,27.31%,44.44%,00:02:19,0.02
buffalo,249,1.55,24.10%,57.40%,00:02:16,0.02
car drive away,249,1.87,36.95%,36.56%,00:03:22,<0.01
deep breathing,249,1.77,27.31%,43.18%,00:02:52,0.00
doll,249,1.85,18.47%,48.91%,00:02:19,0.00
girls talking,249,1.93,29.72%,39.79%,00:03:05,0.02
jukebox,249,1.38,30.12%,59.01%,00:02:30,0.02
military march,249,1.90,25.70%,43.76%,00:03:44,0.04
neon sign,249,1.30,11.65%,74.38%,00:01:14,0.04
office noise,249,2.63,37.35%,27.13%,00:03:55,<0.01
radio news,249,2.46,34.54%,31.21%,00:04:01,0.02
seat belt,249,1.78,29.72%,43.57%,00:03:04,0.02
setuniman,249,2.84,39.76%,25.42%,00:04:32,0.04
spitting,249,1.88,27.31%,43.80%,00:02:54,<0.01
suspance,249,1.91,26.91%,43.16%,00:02:56,0.10
whiteboard,249,1.60,40.16%,41.35%,00:03:47,<0.01
wood creaking,249,2.24,26.51%,36.80%,00:03:39,<0.01
angry woman,248,1.94,17.34%,47.72%,00:03:54,0.04
camera shot,248,1.92,46.37%,32.70%,00:02:29,0.02
fast steps,248,1.69,20.56%,49.52%,00:03:36,<0.01
footsteps on grass,248,1.11,3.23%,92.36%,00:00:11,<0.01
frustration,248,1.94,21.37%,44.28%,00:03:26,<0.01
interior,248,2.35,17.74%,37.91%,00:02:38,<0.01
jam,248,1.73,14.11%,57.67%,00:01:43,0.03
kids screaming,248,2.06,21.77%,43.64%,00:03:02,<0.01
korea,248,2.54,45.56%,25.44%,00:02:46,0.01
phone conversation,248,2.15,24.60%,40.45%,00:02:45,<0.01
sirena,248,1.92,28.23%,42.65%,00:02:08,0.12
trex,248,1.65,29.03%,50.00%,00:02:20,0.00
walking concrete,248,1.73,40.32%,36.68%,00:03:40,0.00
bel,247,1.28,19.03%,68.25%,00:01:28,0.03
door closed,247,1.79,24.29%,43.89%,00:03:49,0.00
football game,247,1.95,31.98%,40.87%,00:03:04,<0.01
group,247,2.89,17.41%,32.07%,00:02:49,0.00
gui,247,4.47,36.03%,16.49%,00:05:11,0.02
joyful,247,2.17,25.91%,36.19%,00:02:28,0.04
oud,247,2.16,36.84%,33.71%,00:03:02,0.04
piano sad,247,2.15,41.70%,29.76%,00:04:15,<0.01
plain,247,1.63,10.53%,61.19%,00:01:32,0.01
quiet room,247,2.02,34.01%,37.35%,00:03:27,0.01
tv channel,247,1.95,35.63%,36.51%,00:03:20,0.07
wood smash,247,1.94,29.96%,40.08%,00:03:37,0.03
clay,246,2.04,17.48%,48.11%,00:02:15,0.02
coin flip,246,1.43,43.50%,40.91%,00:03:19,0.03
instrumental music,246,2.85,38.62%,23.71%,00:03:54,0.02
iphone typing,246,1.18,36.99%,56.01%,00:02:25,<0.01
motocycle,246,1.41,16.67%,65.52%,00:02:00,0.02
planes,246,2.27,20.73%,37.75%,00:03:20,<0.01
ragtime,246,1.49,30.89%,50.68%,00:02:36,0.08
ringing phone,246,1.91,37.80%,34.54%,00:02:44,0.03
turn page,246,1.72,33.74%,40.57%,00:03:44,0.03
whirring,246,1.96,23.58%,41.82%,00:03:25,0.01
whizz,246,1.85,19.11%,47.69%,00:02:47,0.02
wood cracking,246,2.30,23.17%,40.21%,00:03:37,0.02
808 kick,245,2.09,50.61%,25.00%,00:03:08,<0.01
barf,245,1.25,20.41%,65.80%,00:01:04,0.00
bored,245,1.72,15.51%,52.84%,00:02:20,<0.01
car engine start,245,2.47,35.92%,29.80%,00:04:10,0.01
Countdown,245,2.77,54.29%,19.32%,00:03:14,<0.01
doctor who,245,1.49,37.55%,49.18%,00:01:37,0.02
dog breathing,245,1.55,28.16%,49.87%,00:03:10,<0.01
evening,245,2.12,30.61%,36.61%,00:03:10,0.03
fizzle,245,1.76,23.27%,48.26%,00:02:26,0.01
fly buzz,245,1.96,37.96%,33.82%,00:04:04,<0.01
hang drum,245,1.79,40.00%,36.90%,00:02:35,0.02
Heart beat,245,2.50,51.84%,22.68%,00:03:24,0.03
heavy steps,245,1.84,19.59%,45.78%,00:02:31,0.00
jump sound,245,2.94,26.12%,28.57%,00:04:08,0.02
over,245,2.36,22.04%,35.23%,00:02:12,0.31
quote,245,3.01,40.00%,23.04%,00:03:26,0.16
sinking,245,2.06,19.18%,43.65%,00:02:51,<0.01
warning alarm,245,3.06,40.41%,20.93%,00:04:14,0.03
whir,245,2.38,15.92%,38.87%,00:03:15,0.02
zoom out,245,1.82,14.69%,51.79%,00:01:56,<0.01
ant,244,1.65,27.05%,50.62%,00:03:13,<0.01
apple bite,244,1.59,36.07%,42.12%,00:03:15,0.00
bas,244,1.76,18.44%,49.65%,00:01:38,0.02
crowd clap,244,1.93,38.11%,35.59%,00:02:23,0.00
crowd yelling,244,1.78,25.41%,43.68%,00:02:26,<0.01
crushing,244,2.35,14.75%,39.90%,00:02:41,0.03
cuica,244,2.24,63.93%,17.92%,00:02:50,0.09
disaster,244,1.91,20.49%,45.38%,00:02:46,0.00
Door opening,244,1.88,32.38%,39.87%,00:03:08,0.06
drum n bass,244,3.05,43.03%,21.51%,00:04:31,0.06
fat,244,1.42,12.30%,66.86%,00:01:06,<0.01
gun loading,244,2.00,32.38%,37.30%,00:03:12,<0.01
hand gun,244,2.24,26.64%,36.26%,00:02:27,0.04
high pitched,244,1.91,32.79%,40.04%,00:02:57,0.01
magnum,244,1.42,30.33%,54.18%,00:02:30,0.02
MLG,244,1.22,26.23%,67.11%,00:00:52,0.02
office ambient,244,1.88,31.97%,41.27%,00:04:21,0.00
outtake,244,1.65,54.10%,30.77%,00:01:37,<0.01
paradise,244,1.66,22.95%,50.74%,00:02:18,0.00
rock smash,244,1.51,15.98%,62.33%,00:02:07,0.05
room ambient,244,2.00,38.52%,35.32%,00:03:20,<0.01
scream female,244,2.81,38.93%,24.09%,00:04:40,<0.01
skull,244,1.86,22.13%,45.05%,00:02:36,<0.01
slow steps,244,1.93,19.26%,44.68%,00:04:14,0.00
snowing,244,2.23,20.08%,39.63%,00:02:45,0.00
stair,244,2.04,18.44%,44.27%,00:03:59,0.03
swip,244,1.10,6.56%,89.22%,00:00:34,0.03
whiplash,244,1.14,9.02%,85.66%,00:00:48,0.02
aaa,243,1.26,10.70%,77.45%,00:01:41,0.04
creepy music box,243,1.65,39.51%,40.75%,00:02:53,<0.01
dinosaurs,243,2.80,37.04%,26.14%,00:04:21,0.01
doh,243,1.16,23.46%,70.32%,00:00:51,<0.01
fanfar,243,2.56,34.16%,27.81%,00:03:37,0.02
hammer metal,243,2.25,34.16%,31.63%,00:03:25,0.00
hit by car,243,1.19,7.41%,85.42%,00:00:34,0.00
hunting,243,2.16,24.28%,38.29%,00:02:38,0.04
machine guns,243,2.42,30.86%,32.65%,00:04:19,0.02
man voice,243,2.89,28.81%,27.35%,00:03:04,<0.01
paper slide,243,1.51,35.80%,45.65%,00:03:50,0.04
telegraph,243,2.09,36.21%,35.70%,00:03:10,0.09
tv turn on,243,1.07,11.52%,85.00%,00:00:43,0.01
wall hit,243,1.86,23.46%,44.15%,00:03:44,0.01
biting,242,2.07,26.03%,39.04%,00:02:46,<0.01
board,242,1.48,15.70%,60.34%,00:01:22,0.02
creepy sound,242,2.26,29.75%,35.16%,00:03:00,0.03
current,242,2.06,20.25%,41.16%,00:02:13,0.00
door opening and closing,242,1.15,4.13%,88.49%,00:00:29,<0.01
freedom,242,1.77,28.10%,43.69%,00:02:24,0.02
hit head,242,2.12,24.79%,38.33%,00:03:43,0.00
kookaburra,242,1.98,45.87%,31.25%,00:04:03,0.02
planet,242,2.12,35.12%,33.79%,00:02:52,0.00
ring phone,242,2.21,37.19%,31.09%,00:03:06,0.02
Sea,242,2.21,42.56%,30.28%,00:03:40,0.02
start engine,242,2.31,30.58%,34.53%,00:03:37,<0.01
tv beep,242,1.44,54.13%,36.68%,00:02:50,<0.01
water droplet,242,2.13,42.15%,29.51%,00:03:26,0.00
water pipe,242,2.41,23.55%,35.51%,00:03:28,0.02
whish,242,1.40,16.12%,64.90%,00:01:29,<0.01
Wolf,242,2.35,43.80%,26.41%,00:02:46,0.01
woman orgasm,242,1.69,52.07%,31.46%,00:02:52,0.04
woodland,242,2.58,45.87%,24.32%,00:03:27,0.01
african drum,241,2.16,34.44%,33.27%,00:03:39,0.02
Airplane,241,1.89,42.32%,31.80%,00:02:35,0.08
car park,241,2.34,18.26%,40.78%,00:03:02,<0.01
cat angry,241,1.81,34.02%,38.99%,00:03:01,0.00
deep sea,241,1.98,31.95%,36.90%,00:03:46,0.02
dog whistle,241,1.60,39.00%,43.78%,00:01:54,0.05
france,241,2.32,23.65%,37.28%,00:03:12,0.05
huh?,241,1.93,28.22%,40.99%,00:02:49,0.00
lalala,241,1.42,22.82%,62.28%,00:02:54,0.02
messenger,241,1.33,24.48%,61.99%,00:01:40,0.02
mexican music,241,1.61,30.29%,50.13%,00:03:19,0.02
Snare,241,3.90,46.06%,15.09%,00:03:30,0.02
tripping,241,1.54,6.64%,66.13%,00:01:47,0.12
anticipation,240,2.11,21.67%,41.90%,00:03:02,0.03
bee buzz,240,2.15,45.83%,26.31%,00:03:32,<0.01
click mouse,240,1.58,45.00%,35.88%,00:02:57,0.02
cockroach,240,1.44,17.92%,62.43%,00:02:35,0.00
Ghost,240,2.15,45.83%,27.77%,00:03:21,0.03
groovy,240,2.52,33.33%,29.75%,00:03:09,0.09
kid scream,240,1.99,28.75%,38.08%,00:02:59,0.00
motorboat,240,1.66,25.00%,48.62%,00:02:27,0.02
mouse animal,240,1.33,21.67%,63.75%,00:01:54,0.04
People talking,240,1.68,43.33%,38.61%,00:02:46,0.00
wather,240,1.40,16.67%,65.37%,00:01:24,0.03
air pressure,239,2.31,22.59%,35.69%,00:03:35,<0.01
claws,239,1.88,15.90%,51.89%,00:02:41,<0.01
cougar,239,1.32,26.78%,62.54%,00:01:54,<0.01
Earthquake,239,2.21,43.51%,29.73%,00:04:33,0.02
energetic,239,1.90,26.36%,40.62%,00:02:15,0.07
film music,239,3.20,32.22%,22.75%,00:04:45,0.05
